"Lot Number";"Accession Number";"Accession Name";"itk";"Trial Name";"Trial Site";"X(m)";"Y(m)";"Campaign";"GDD";"rdt: Grain yield at 0% humidity ";"Date [rdt]";"r: Yield";"Date [r]";"prec: Earliness at earing";"Date [prec]";"ps: Test weight";"Date [ps]";"ht: Height";"Date [ht]";"prot: Grain protein concentration";"Date [prot]";"rb: Susceptibility to leaf rust";"Date [rb]";"sept: Septoria score";"Date [sept]";"vr: Lodging score";"Date [vr]";"rj: Yellow rust score";"Date [rj]";"oid: Powdey mildew score";"Date [oid]";"pmg: Thousand grain weight at 0% humidity";"Date [pmg]"
"RE14022";"RE14022";"RE14022";"traite";"BTH_Estrées-Mons_2015_SetB1";"Estrées-Mons";"";"";"2015";"";"120.6";"";"97.7";"";"144";"";"77.8";"";"";"";"11.2";"";"";"";"";"";"3.5";"";"";"";"";"";"";""
"RE14085";"RE14085";"RE14085";"traite";"BTH_Estrées-Mons_2015_SetB1";"Estrées-Mons";"";"";"2015";"";"109.2";"";"88.5";"";"138";"";"77.3";"";"";"";"11.3";"";"";"";"";"";"7";"";"";"";"";"";"";""
"AREZZO";"32759";"AREZZO";"traite";"BTH_Estrées-Mons_2015_SetB1";"Estrées-Mons";"";"";"2015";"";"116.2";"";"94.2";"";"140";"";"81.7";"";"";"";"11.6";"";"";"";"";"";"4.5";"";"";"";"";"";"";""
"CF14070";"CF14070";"CF14070";"traite";"BTH_Le_Moulon_2015_SetB1";"Le Moulon";"";"";"2015";"";"111.5";"";"90.2";"";"138";"";"";"";"99";"";"11";"";"";"";"";"";"";"";"";"";"";"";"";""
"DI15007";"DI15007";"DI15007";"faible intrant";"BTH_Estrées-Mons_2015_SetB2";"Estrées-Mons";"";"";"2015";"";"106.4";"";"109.7";"";"142";"";"81.3";"";"";"";"11.9";"";"5.5";"";"6";"";"1.5";"";"1";"";"";"";"";""
"DI15011";"DI15011";"DI15011";"non traite fongicides";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"72.2";"";"95.8";"";"";"";"";"";"";"";"";"";"4";"";"2";"";"";"";"1.5";"";"";"";"";""
"AO15012";"AO15012";"AO15012";"non traite fongicides";"BTH_Orgeval_2015_SetB3";"Orgeval";"";"";"2015";"";"75.2";"";"100.4";"";"";"";"";"";"";"";"";"";"2.5";"";"3";"";"";"";"1";"";"";"";"";""
"RE10042";"37832";"RE10042";"traite";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"98.5";"";"";"";"135";"";"79.5";"";"";"";"9.9";"";"";"";"";"";"";"";"";"";"";"";"";""
"EM12231";"39323";"EM12231";"non traite fongicides";"BTH_Epi-centre_2015_SetA1";"Epi-centre";"";"";"2015";"";"93.52";"";"110.1";"";"";"";"80.2";"";"";"";"";"";"1";"";"7";"";"";"";"1";"";"";"";"";""
"AO13030";"39286";"AO13030";"non traite fongicides";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"93.5";"";"87";"";"140";"";"";"";"";"";"";"";"5";"";"7";"";"5";"";"3.5";"";"";"";"";""
"CF09117";"37261";"CF09117";"faible intrant";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"92.5";"";"92.8";"";"138";"";"79.2";"";"";"";"12.4";"";"1";"";"3.5";"";"2.5";"";"5.5";"";"";"";"";""
"AO13029";"AO13029";"AO13029";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"81.3";"";"99.4";"";"144";"";"74.6";"";"80";"";"11.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"EM12231";"39323";"EM12231";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"84.3";"";"103.2";"";"148";"";"77.7";"";"85";"";"10.1";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF13131";"CF13131";"CF13131";"traite";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"129.9";"";"105.6";"";"134";"";"";"";"96";"";"10.4";"";"";"";"";"";"";"";"";"";"";"";"";""
"RUBISKO";"36680";"RUBISKO";"faible intrant";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"91.8";"";"95.4";"";"137";"";"";"";"85";"";"9.3";"";"1";"";"3.8";"";"";"";"1.5";"";"";"";"";""
"Granamax";"37231";"GRANAMAX";"faible intrant";"BTH_Lusignan_2015_SetA2";"Lusignan";"";"";"2015";"";"79.3";"";"109";"";"132";"";"79.3";"";"92";"";"10.1";"";"1";"";"1";"";"1";"";"";"";"";"";"";""
"RE13014";"39435";"RE13014";"traite";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"120.9";"";"104.4";"";"135";"";"83.7";"";"124";"";"10.3";"";"";"";"";"";"1";"";"";"";"";"";"";""
"EM14046";"EM14046";"EM14046";"faible intrant";"BTH_Lusignan_2015_SetB1";"Lusignan";"";"";"2015";"";"52.15";"";"74";"";"135";"";"";"";"92";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";""
"EM13033";"EM13033";"EM13033";"traite";"BTH_Orgeval_2015_SetB1";"Orgeval";"";"";"2015";"";"82.6";"";"100.6";"";"146";"";"77";"";"98";"";"11.4";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14054";"CF14054";"CF14054";"faible intrant";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"95.7";"";"108.7";"";"134";"";"78.2";"";"97";"";"";"";"1.5";"";"4.5";"";"1";"";"1";"";"";"";"";""
"RE14090";"RE14090";"RE14090";"traite";"BTH_Dijon_2015_SetB2";"Dijon";"";"";"2015";"";"106.3";"";"101.2";"";"131";"";"79.8";"";"91";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";""
"DI15008";"DI15008";"DI15008";"faible intrant";"BTH_Estrées-Mons_2015_SetB2";"Estrées-Mons";"";"";"2015";"";"103";"";"106.2";"";"143";"";"80.5";"";"";"";"11.9";"";"4.5";"";"5.5";"";"1";"";"1";"";"";"";"";""
"RE14095";"RE14095";"RE14095";"traite";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"71.3";"";"85.4";"";"144";"";"77";"";"95";"";"12.2";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15016";"AO15016";"AO15016";"traite";"BTH_Dijon_2015_SetB3";"Dijon";"";"";"2015";"";"94.6";"";"89.1";"";"136";"";"79.1";"";"94";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";""
"AO15022";"AO15022";"AO15022";"faible intrant";"BTH_Estrées-Mons_2015_SetB3";"Estrées-Mons";"";"";"2015";"";"98.1";"";"95.7";"";"144";"";"80.5";"";"";"";"10.7";"";"4";"";"7";"";"2.5";"";"3";"";"";"";"";""
"RE11058";"37839";"RE11058";"traite";"BTH_Dijon_2015_SetA1";"Dijon";"";"";"2015";"";"100";"";"105.3";"";"132";"";"81.7";"";"94";"";"11.5";"";"";"";"";"";"1";"";"";"";"";"";"";""
"CF09117";"37261";"CF09117";"traite";"BTH_Dijon_2015_SetA1";"Dijon";"";"";"2015";"";"89.1";"";"93.8";"";"134";"";"80.6";"";"90";"";"13.5";"";"";"";"";"";"1";"";"";"";"";"";"";""
"AO13026";"AO13026";"AO13026";"faible intrant";"BTH_Lusignan_2015_SetA1";"Lusignan";"";"";"2015";"";"60.4";"";"89.7";"";"133";"";"80.8";"";"96";"";"10";"";"1";"";"1";"";"1";"";"1";"";"";"";"";""
"AO13029";"AO13029";"AO13029";"";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";"";""
"Granamax";"37231";"GRANAMAX";"traite";"BTH_Clermont-Ferrand_2015_SetA2";"Clermont-Ferrand";"";"";"2015";"";"90.2";"";"101.5";"";"133";"";"80";"";"";"";"10.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO14028";"AO14028";"AO14028";"traite";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"115.7";"";"94.7";"";"144";"";"79.7";"";"";"";"10.5";"";"";"";"";"";"3";"";"";"";"";"";"";""
"CF13158";"CF13158";"CF13158";"non traite fongicides";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"106.8";"";"105.6";"";"138";"";"";"";"94";"";"";"";"3.2";"";"2.5";"";"";"";"2";"";"";"";"";""
"RE13007";"RE13007";"RE13007";"faible intrant";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"97.6";"";"101.4";"";"138";"";"";"";"96";"";"9.7";"";"1";"";"2.8";"";"";"";"1";"";"";"";"";""
"RE13004";"39433";"RE13004";"traite";"BTH_Lusignan_2015_SetA2";"Lusignan";"";"";"2015";"";"90.4";"";"97.7";"";"134";"";"82.5";"";"112";"";"12.3";"";"";"";"";"";"1";"";"";"";"";"";"";""
"AO14022";"AO14022";"AO14022";"non traite fongicides";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"75.4";"";"100.9";"";"";"";"65.8";"";"92";"";"";"";"1";"";"2";"";"";"";"1";"";"";"";"";""
"AO15026";"AO15026";"AO15026";"traite";"BTH_Estrées-Mons_2015_SetB1";"Estrées-Mons";"";"";"2015";"";"121.3";"";"98.3";"";"148";"";"76.5";"";"";"";"12";"";"";"";"";"";"2";"";"";"";"";"";"";""
"CF14034";"CF14034";"CF14034";"";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"RE14089";"RE14089";"RE14089";"traite";"BTH_Clermont-Ferrand_2015_SetB2";"Clermont-Ferrand";"";"";"2015";"";"84.6";"";"95.1";"";"128";"";"80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14188";"CF14188";"CF14188";"traite";"BTH_Estrées-Mons_2015_SetB2";"Estrées-Mons";"";"";"2015";"";"109.3";"";"94.4";"";"148";"";"81";"";"";"";"11.8";"";"";"";"";"";"3.5";"";"";"";"";"";"";""
"RE14106";"RE14106";"RE14106";"traite";"BTH_Le_Moulon_2015_SetB2";"Le Moulon";"";"";"2015";"";"105.6";"";"86.3";"";"147";"";"";"";"109";"";"11.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE14111";"RE14111";"RE14111";"";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"AO15022";"AO15022";"AO15022";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"118.3";"";"98.7";"";"141";"";"";"";"94";"";"10.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"EM14270";"EM14270";"EM14270";"faible intrant";"BTH_Rennes_2015_SetB3";"Rennes";"";"";"2015";"";"97.1";"";"114";"";"138";"";"80";"";"97";"";"";"";"1.5";"";"2";"";"1";"";"2.5";"";"";"";"";""
"AO15018";"AO15018";"AO15018";"faible intrant";"BTH_Rennes_2015_SetB3";"Rennes";"";"";"2015";"";"101.3";"";"118.8";"";"129";"";"80.7";"";"101";"";"";"";"1.5";"";"4";"";"1";"";"1";"";"";"";"";""
"AO13100";"AO13100";"AO13100";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"83.3";"";"";"";"135";"";"79";"";"";"";"9.3";"";"1";"";"";"";"";"";"1";"";"";"";"";""
"Bermude";"TX9";"Bermude";"faible intrant";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"96.5";"";"96.7";"";"142";"";"80.3";"";"";"";"11";"";"5";"";"5.5";"";"3.5";"";"1";"";"";"";"";""
"RE12080";"RE12080";"RE12080";"traite";"BTH_Lusignan_2015_SetA1";"Lusignan";"";"";"2015";"";"96.3";"";"102.7";"";"131";"";"81";"";"94";"";"11.5";"";"";"";"";"";"2.5";"";"";"";"";"";"";""
"CROUSTY";"13450";"CROUSTY";"traite";"BTH_Lusignan_2015_SetA1";"Lusignan";"";"";"2015";"";"77.3";"";"82.4";"";"132";"";"81.5";"";"102";"";"10.5";"";"";"";"";"";"2";"";"";"";"";"";"";""
"AO14005";"AO14005";"AO14005";"faible intrant";"BTH_Lusignan_2015_SetA1";"Lusignan";"";"";"2015";"";"72.2";"";"107.2";"";"133";"";"81.4";"";"82";"";"10.1";"";"1";"";"1";"";"1";"";"1";"";"";"";"";""
"DI14004";"DI14004";"DI14004";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"84";"";"102.8";"";"146";"";"71.9";"";"82";"";"10.4";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO13100";"AO13100";"AO13100";"non traite fongicides";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"84.6";"";"90.2";"";"135";"";"76.3";"";"100";"";"11.7";"";"NA";"";"NA";"";"1";"";"5.5";"";"1";"";"34.3";""
"CF12202";"39303";"CF12202";"traite";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"129.8";"";"108.8";"";"134";"";"82.2";"";"98";"";"11.3";"";"";"";"";"";"7";"";"";"";"";"";"47.6";""
"AO14001";"AO14001";"AO14001";"non traite fongicides";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"57.5";"";"61.3";"";"138";"";"62.3";"";"95";"";"12.8";"";"NA";"";"NA";"";"1";"";"7.5";"";"1";"";"27.2";""
"CF13057";"CF13057";"CF13057";"traite";"BTH_Clermont-Ferrand_2015_SetA2";"Clermont-Ferrand";"";"";"2015";"";"94.4";"";"106.3";"";"132";"";"80";"";"";"";"10.2";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO14022";"AO14022";"AO14022";"faible intrant";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"111.9";"";"112.7";"";"146";"";"81.6";"";"";"";"10.6";"";"4";"";"4";"";"5.5";"";"1";"";"";"";"";""
"EM13249";"EM13249";"EM13249";"non traite fongicides";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"103.8";"";"99.7";"";"144";"";"";"";"";"";"";"";"2.5";"";"4.5";"";"3.5";"";"1";"";"";"";"";""
"RE13086";"39437";"RE13086";"";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";"";""
"DI14004";"DI14004";"DI14004";"traite";"BTH_Epi-centre_2015_SetA1";"Epi-centre";"";"";"2015";"";"101.5";"";"97.9";"";"135";"";"75.6";"";"95";"";"12";"";"";"";"";"";"";"";"";"";"";"";"47.5";""
"AO14039";"AO14039";"AO14039";"traite";"BTH_Epi-centre_2015_SetA1";"Epi-centre";"";"";"2015";"";"106.4";"";"102.7";"";"129";"";"78.5";"";"92";"";"12.8";"";"";"";"";"";"";"";"";"";"";"";"46.5";""
"DI14004";"DI14004";"DI14004";"non traite fongicides";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"112.3";"";"107.4";"";"142";"";"";"";"92";"";"";"";"2.5";"";"2.8";"";"1";"";"2.2";"";"";"";"";""
"RE12002";"39331";"RE12002";"traite";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"120.8";"";"95.2";"";"142";"";"";"";"98";"";"10.2";"";"";"";"";"";"";"";"";"";"";"";"";""
"DI13003";"39308";"DI13003";"non traite fongicides";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"111.5";"";"106.7";"";"142";"";"";"";"105";"";"";"";"1";"";"3";"";"1";"";"2.2";"";"";"";"";""
"RE12020";"39333";"RE12020";"non traite fongicides";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"67.9";"";"91.1";"";"146";"";"65.6";"";"90";"";"";"";"1.5";"";"2";"";"";"";"1";"";"";"";"";""
"AO14035";"AO14035";"AO14035";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA2";"Clermont-Ferrand";"";"";"2015";"";"84.8";"";"109.3";"";"135";"";"78";"";"";"";"9";"";"1";"";"";"";"";"";"1";"";"";"";"";""
"RE13093";"RE13093";"RE13093";"faible intrant";"BTH_Dijon_2015_SetA2";"Dijon";"";"";"2015";"";"92.8";"";"109.6";"";"134";"";"78.2";"";"93";"";"";"";"2.5";"";"2.5";"";"";"";"2";"";"";"";"";""
"AO14017";"AO14017";"AO14017";"faible intrant";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"107.7";"";"108.4";"";"144";"";"83";"";"";"";"12.2";"";"4.5";"";"5.5";"";"3";"";"2.5";"";"";"";"";""
"AO14028";"AO14028";"AO14028";"traite";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"81.1";"";"96.2";"";"148";"";"74.7";"";"92";"";"10.9";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE14085";"RE14085";"RE14085";"traite";"BTH_Clermont-Ferrand_2015_SetB1";"Clermont-Ferrand";"";"";"2015";"";"79.6";"";"92.1";"";"129";"";"78.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14034";"CF14034";"CF14034";"traite";"BTH_Estrées-Mons_2015_SetB1";"Estrées-Mons";"";"";"2015";"";"115.2";"";"93.4";"";"142";"";"79.8";"";"";"";"10.5";"";"";"";"";"";"4";"";"";"";"";"";"";""
"RE14047";"RE14047";"RE14047";"";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";""
"CF14015";"CF14015";"CF14015";"";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";""
"CF14255";"CF14255";"CF14255";"non traite fongicides";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"84.1";"";"111.6";"";"";"";"";"";"";"";"";"";"1.5";"";"2";"";"";"";"1";"";"";"";"";""
"DI15011";"DI15011";"DI15011";"faible intrant";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"80.9";"";"98.4";"";"135";"";"78.3";"";"94";"";"";"";"2";"";"5.5";"";"1";"";"1";"";"";"";"";""
"RE14115";"RE14115";"RE14115";"";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"Bermude";"TX9";"Bermude";"traite";"BTH_Dijon_2015_SetB3";"Dijon";"";"";"2015";"";"108.3";"";"102.1";"";"134";"";"81";"";"90";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"faible intrant";"BTH_Lusignan_2015_SetB3";"Lusignan";"";"";"2015";"";"81.9";"";"108.1";"";"129";"";"83.5";"";"96";"";"";"";"2.5";"";"2";"";"";"";"";"";"";"";"";""
"AO15016";"AO15016";"AO15016";"traite";"BTH_Orgeval_2015_SetB3";"Orgeval";"";"";"2015";"";"73.1";"";"92.5";"";"150";"";"70.8";"";"88";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14034";"CF14034";"CF14034";"faible intrant";"BTH_Le_Moulon_2015_SetB1";"Le Moulon";"";"";"2015";"";"98.5";"";"100.9";"";"142";"";"";"";"94";"";"10.1";"";"1";"";"3.2";"";"";"";"2";"";"";"";"";""
"RE14058";"RE14058";"RE14058";"traite";"BTH_Le_Moulon_2015_SetB1";"Le Moulon";"";"";"2015";"";"123.1";"";"99.6";"";"142";"";"";"";"106";"";"11.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bermude";"TX9";"Bermude";"traite";"BTH_Orgeval_2015_SetB1";"Orgeval";"";"";"2015";"";"81.6";"";"99.4";"";"148";"";"64.5";"";"85";"";"9.9";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE14102";"RE14102";"RE14102";"traite";"BTH_Clermont-Ferrand_2015_SetB2";"Clermont-Ferrand";"";"";"2015";"";"90.3";"";"101.5";"";"131";"";"81.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Soissons";"6607";"SOISSONS";"traite";"BTH_Dijon_2015_SetB2";"Dijon";"";"";"2015";"";"90";"";"85.7";"";"131";"";"83.9";"";"93";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";""
"RE14110";"RE14110";"RE14110";"traite";"BTH_Le_Moulon_2015_SetB2";"Le Moulon";"";"";"2015";"";"111.9";"";"91.4";"";"142";"";"";"";"104";"";"11.1";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE14095";"RE14095";"RE14095";"faible intrant";"BTH_Le_Moulon_2015_SetB2";"Le Moulon";"";"";"2015";"";"100.8";"";"105.3";"";"138";"";"";"";"90";"";"10.2";"";"1.5";"";"2.5";"";"";"";"2";"";"";"";"";""
"EM14097";"EM14097";"EM14097";"";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"EM14142";"EM14142";"EM14142";"faible intrant";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"94.3";"";"114.8";"";"121";"";"80.7";"";"96";"";"";"";"2";"";"6";"";"1";"";"1";"";"";"";"";""
"EM14193";"EM14193";"EM14193";"traite";"BTH_Clermont-Ferrand_2015_SetB3";"Clermont-Ferrand";"";"";"2015";"";"96.3";"";"101.4";"";"135";"";"78.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15019";"AO15019";"AO15019";"traite";"BTH_Clermont-Ferrand_2015_SetB3";"Clermont-Ferrand";"";"";"2015";"";"93.1";"";"98";"";"135";"";"79.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15011";"AO15011";"AO15011";"traite";"BTH_Estrées-Mons_2015_SetB3";"Estrées-Mons";"";"";"2015";"";"124.3";"";"103.1";"";"143";"";"80.7";"";"";"";"11.5";"";"";"";"";"";"6";"";"";"";"";"";"";""
"AO15002";"AO15002";"AO15002";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"104.4";"";"108.8";"";"140";"";"";"";"94";"";"10.1";"";"1.8";"";"3";"";"";"";"2";"";"";"";"";""
"AO15024";"AO15024";"AO15024";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"89.2";"";"93";"";"134";"";"";"";"85";"";"10.8";"";"1";"";"4.5";"";"";"";"1.8";"";"";"";"";""
"Grapeli";"36801";"GRAPELI";"faible intrant";"BTH_Rennes_2015_SetB3";"Rennes";"";"";"2015";"";"94.8";"";"111.2";"";"136";"";"81.6";"";"108";"";"";"";"2";"";"3.5";"";"1";"";"4.8";"";"";"";"";""
"AO13042";"AO13042";"AO13042";"non traite fongicides";"BTH_Epi-centre_2015_SetA1";"Epi-centre";"";"";"2015";"";"82.44";"";"97";"";"";"";"75.3";"";"";"";"";"";"6";"";"5";"";"";"";"1";"";"";"";"";""
"Galibier";"3250";"GALIBIER";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"63.2";"";"77.3";"";"138";"";"76.8";"";"92";"";"11.9";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE12002";"39331";"RE12002";"faible intrant";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"105.5";"";"112.9";"";"136";"";"81";"";"108";"";"10.4";"";"1.5";"";"3";"";"1";"";"1";"";"1";"";"45.5";""
"RE13007";"RE13007";"RE13007";"traite";"BTH_Clermont-Ferrand_2015_SetA2";"Clermont-Ferrand";"";"";"2015";"";"89.8";"";"101.1";"";"132";"";"79";"";"";"";"10.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO14022";"AO14022";"AO14022";"faible intrant";"BTH_Dijon_2015_SetA2";"Dijon";"";"";"2015";"";"96.9";"";"114.4";"";"136";"";"79.8";"";"90";"";"";"";"1";"";"2";"";"";"";"1";"";"";"";"";""
"Lyrik";"36666";"LYRIK";"faible intrant";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"104.4";"";"105.1";"";"142";"";"82.9";"";"";"";"10.6";"";"1";"";"6";"";"3";"";"5.5";"";"";"";"";""
"RE13094";"RE13094";"RE13094";"traite";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"127.8";"";"104";"";"133";"";"";"";"107";"";"10.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF13080";"CF13080";"CF13080";"faible intrant";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"95.3";"";"99";"";"134";"";"";"";"86";"";"9.6";"";"1";"";"3.8";"";"";"";"1";"";"";"";"";""
"CF13158";"CF13158";"CF13158";"faible intrant";"BTH_Lusignan_2015_SetA2";"Lusignan";"";"";"2015";"";"80.8";"";"111.2";"";"130";"";"79.5";"";"95";"";"10.1";"";"1";"";"1";"";"1";"";"";"";"";"";"";""
"AO14028";"AO14028";"AO14028";"faible intrant";"BTH_Lusignan_2015_SetA2";"Lusignan";"";"";"2015";"";"70.9";"";"97.4";"";"133";"";"75.6";"";"95";"";"9.3";"";"1";"";"1";"";"1";"";"";"";"";"";"";""
"AO14013";"AO14013";"AO14013";"non traite fongicides";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"62.9";"";"84.2";"";"";"";"66.7";"";"95";"";"";"";"3.5";"";"2";"";"";"";"5";"";"";"";"";""
"RE13084";"39436";"RE13084";"non traite fongicides";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"75";"";"100.3";"";"";"";"64";"";"88";"";"";"";"3.5";"";"2";"";"";"";"1";"";"";"";"";""
"EM13249";"EM13249";"EM13249";"";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";"";""
"AO15028";"AO15028";"AO15028";"faible intrant";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"104.3";"";"118.6";"";"131";"";"79.9";"";"91";"";"";"";"1";"";"2.5";"";"1";"";"1";"";"";"";"";""
"AO15021";"AO15021";"AO15021";"traite";"BTH_Dijon_2015_SetB3";"Dijon";"";"";"2015";"";"107.5";"";"101.4";"";"136";"";"78.9";"";"94";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";""
"AREZZO";"32759";"AREZZO";"faible intrant";"BTH_Estrées-Mons_2015_SetB3";"Estrées-Mons";"";"";"2015";"";"100.4";"";"98";"";"138";"";"83";"";"";"";"11.2";"";"7";"";"5";"";"5.5";"";"1";"";"";"";"";""
"RE12002";"39331";"RE12002";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"73.7";"";"";"";"136";"";"77";"";"";"";"9.2";"";"1";"";"";"";"";"";"1";"";"";"";"";""
"EM12234";"39324";"EM12234";"faible intrant";"BTH_Dijon_2015_SetA1";"Dijon";"";"";"2015";"";"72.2";"";"96.2";"";"134";"";"79.4";"";"78";"";"";"";"2.5";"";"1.5";"";"";"";"1";"";"";"";"";""
"AO13045";"AO13045";"AO13045";"faible intrant";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"88.6";"";"90.7";"";"142";"";"";"";"88";"";"9.9";"";"3.8";"";"3.5";"";"";"";"2.5";"";"";"";"";""
